Case01 (Ts=310.079K Algorithm:GRAYBODY)
wavelength      Lsur     Ldown  emis_est
  10.72413  11.03178   5.86680   0.95123
  10.75701  11.01203   5.96590   0.95018
  10.79010  10.99295   6.16346   0.94913
  10.82339  10.97583   6.42493   0.94807
  10.85689  10.94782   6.39632   0.94681
  10.89059  10.91049   6.13727   0.94605
  10.92450  10.87954   6.03813   0.94529
  10.95863  10.86142   6.21221   0.94453
  10.99297  10.84873   6.51877   0.94376
  11.02752  10.82268   6.45747   0.94422
  11.06230  10.78512   6.09982   0.94455
  11.09729  10.75423   5.97311   0.94489
  11.13250  10.73185   6.03212   0.94524
  11.16794  10.70868   6.05494   0.94558
  11.20360  10.68628   6.19874   0.94361
  11.23949  10.66871   6.53304   0.94306
  11.27562  10.64634   6.67605   0.94249
  11.31197  10.61474   6.55763   0.94193
  11.34856  10.58293   6.48953   0.94136
  11.38538  10.55120   6.41479   0.94245
  11.42245  10.51896   6.30821   0.94238
  11.45976  10.49366   6.39735   0.94231
  11.49731  10.46688   6.45338   0.94225
  11.53511  10.43662   6.46199   0.94218
  11.57316  10.40689   6.45151   0.94461
  11.61146  10.37428   6.31164   0.94245
  11.65001  10.34450   6.39660   0.94027
  11.68882  10.32471   6.92274   0.93807
  11.72789  10.30139   7.29844   0.93587
  11.76722  10.25843   6.95369   0.93929
  11.80681  10.21113   6.44080   0.93936
  11.84667  10.17499   6.38099   0.93944
  11.88680  10.14659   6.63745   0.93952
  11.92721  10.11368   6.64197   0.93961
  11.96789  10.07520   6.42383   0.94155
  12.00884  10.03910   6.33689   0.94101
  12.05008  10.00820   6.51667   0.94046
  12.09160   9.97714   6.73351   0.93991
  12.13341   9.94026   6.57764   0.93936
  12.17551   9.90366   6.32694   0.94448
  12.21790   9.86953   6.39453   0.94293
  12.26059   9.83740   6.71018   0.94138
  12.30357   9.80145   6.78702   0.93981
  12.34686   9.75843   6.72171   0.93823
  12.39045   9.71128   6.89423   0.93188
  12.43436   9.65973   7.05238   0.92426
  12.47857   9.61327   7.20056   0.91658
  12.52310   9.58003   7.54517   0.90884
  12.56794   9.54620   7.65166   0.90105
  12.61311   9.50116   7.22473   0.92459
  12.65861   9.45080   6.72758   0.92308
  12.70443   9.40572   6.74400   0.92156
  12.75059   9.36027   6.96229   0.92003
  12.79708   9.31241   6.91747   0.91848
  12.84391   9.28089   7.07609   0.91451
  12.89109   9.24868   7.14196   0.91799
  12.93861   9.20459   6.89240   0.92149
  12.98648   9.16782   6.90910   0.92502
  13.03471   9.13008   6.89045   0.92857
  13.08330   9.08847   6.74144   0.93511
  13.13225   9.05150   6.77882   0.93235
  13.18157   9.01469   6.95323   0.92957
  13.23126   8.97898   7.26722   0.92677
  13.28133   8.94083   7.45030   0.92395
  13.33177   8.89695   7.38200   0.92439
  13.38260   8.85334   7.40291   0.92272
  13.43382   8.81093   7.55646   0.92103
  13.48544   8.76800   7.62763   0.91933
  13.53744   8.72196   7.52649   0.91761
  13.58986   8.67431   7.40111   0.92613
  13.64268   8.63076   7.41477   0.92875
  13.69591   8.58681   7.45806   0.93140
  13.74955   8.53736   7.34165   0.93407
  13.80362   8.48791   7.21776   0.93675
  13.85812   8.43947   7.31307   0.93168
  13.91304   8.39316   7.40812   0.93296
  13.96840   8.34875   7.35626   0.93425

Case04 (Ts=310.320K Algorithm:I-LECTES)
wavelength      Lsur     Ldown  emis_est
   8.00592  11.09467   7.23210   1.00541
   8.02425  11.10608   7.59715   0.99633
